Gene	Chrom	Start	End	Strand	Introns	Expression	Functional	NotFunctional	Functional_Transcripts	NotFunctional_Transcripts	Shannon	Evenness	Hill_q0	Hill_q1	Hill_q2	Num_Isoforms	MatingTypeRegion
6294	scaffold_4	987344	988526	-	0	502	502	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6295	scaffold_4	990687	991860	-	0	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6296	scaffold_4	998330	999823	-	0	51	51	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000040503	scaffold_4	1006528	1007899	-	1	681	681	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6298	scaffold_4	1012184	1013099	-	0	324	324	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6299	scaffold_4	1013993	1015178	-	0	29	29	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_40294	scaffold_4	1015442	1017824	-	1	4109	4109	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_40096	scaffold_4	1018065	1018800	-	1	274	274	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6302	scaffold_4	1021910	1023047	-	1	81	81	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6303	scaffold_4	1024602	1025567	-	0	95	95	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6304	scaffold_4	1033638	1034349	-	1	38	38	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6305	scaffold_4	1034543	1036215	-	0	119	119	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6306	scaffold_4	1042360	1042925	-	0	289	289	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6307	scaffold_4	1045339	1046386	-	0	73	73	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6308	scaffold_4	1048369	1049048	-	0	257	257	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6309	scaffold_4	1049751	1050333	-	0	124	124	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6310	scaffold_4	1051943	1053225	-	0	700	700	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_40273	scaffold_4	1055427	1057254	-	1	1083	1070	13	1	1	0.0650	0.0938	2	1.0672	1.0243	2	0
6312	scaffold_4	1059103	1059511	-	0	295	295	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6313	scaffold_4	1065775	1069432	-	1	19	7	12	1	1	0.6581	0.9495	2	1.9311	1.8705	2	0
fgenesh2_kg.4_#_105_#_4277156:147	scaffold_4	1078239	1079283	-	1	21834	21834	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6315	scaffold_4	1082909	1085153	-	0	236	236	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_4_t20488	scaffold_4	1086204	1088463	-	1	2756	2756	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6317	scaffold_4	1091421	1092071	-	0	94	0	94	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_4_t20498	scaffold_4	1103005	1104956	-	0	949	949	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_4_t30016	scaffold_4	1105052	1108416	-	0	668	27	641	1	1	0.1693	0.2442	2	1.1844	1.0841	2	0
6321	scaffold_4	1110488	1111904	-	0	564	564	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6322	scaffold_4	1115361	1116755	-	1	263	263	0	3	0	0.7895	0.7186	3	2.2023	2.0189	3	0
MicpuC2.estExt_Genewise1Plus.C_40617	scaffold_4	1119435	1121405	-	0	4555	4555	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6324	scaffold_4	1123719	1125480	-	0	88	36	52	1	1	0.6765	0.9760	2	1.9670	1.9360	2	0
6325	scaffold_4	1137632	1138325	-	0	2367	2367	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1.C_40631	scaffold_4	1140680	1142606	-	2	1566	1566	0	2	0	0.2146	0.3095	2	1.2393	1.1172	2	0
MicpuC2.EuGene.0000040583	scaffold_4	1145838	1146756	-	0	499	499	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6328	scaffold_4	1150122	1151524	-	0	195	195	0	4	0	1.3542	0.9769	4	3.8737	3.7802	4	0
MicpuC2.EuGene.0000040589	scaffold_4	1156087	1156607	-	0	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1.C_40649	scaffold_4	1168295	1169509	-	0	252	252	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_40345	scaffold_4	1170497	1172020	-	0	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6332	scaffold_4	1176048	1176916	-	0	729	729	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pm.C_40065	scaffold_4	1185275	1186309	-	0	23	5	18	1	1	0.5236	0.7554	2	1.6881	1.5158	2	0
MicpuC2.EuGene.0000040604	scaffold_4	1187743	1189948	-	0	52	52	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6335	scaffold_4	1194709	1196723	-	1	26	26	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh3_kg.4_#_53_#_isotig02921	scaffold_4	1199492	1200202	-	1	1513	1513	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6337	scaffold_4	1201736	1203687	-	0	176	176	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6338	scaffold_4	1203708	1204981	-	1	424	424	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_kg.C_40048	scaffold_4	1215916	1216839	-	0	502	502	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_4_t30133	scaffold_4	1219169	1220518	-	0	366	366	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6341	scaffold_4	1220630	1223737	-	2	91	63	28	2	2	1.2694	0.9156	4	3.5586	3.3405	4	0
estExt_fgenesh2_kg.C_40131	scaffold_4	1229786	1231539	-	0	38	38	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6343	scaffold_4	1236577	1237573	-	0	709	709	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6344	scaffold_4	1244213	1245283	-	0	22	22	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6345	scaffold_4	1247364	1248301	-	0	59	59	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6346	scaffold_4	1249079	1250898	-	0	109	109	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6347	scaffold_4	1255605	1258670	-	2	47	9	38	1	1	0.4884	0.7046	2	1.6297	1.4485	2	0
6348	scaffold_4	1259596	1261365	-	0	9	9	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6349	scaffold_4	1268156	1269237	-	0	661	661	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6350	scaffold_4	1272466	1273792	-	0	301	301	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6351	scaffold_4	1275616	1276674	-	1	57	57	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6352	scaffold_4	1278340	1279765	-	1	674	674	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6353	scaffold_4	1280766	1281579	-	0	301	301	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6354	scaffold_4	1281658	1282424	-	0	76	76	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6355	scaffold_4	1286368	1287162	-	0	9	9	0	2	0	0.6870	0.9911	2	1.9877	1.9756	2	0
6356	scaffold_4	1291933	1293294	-	1	255	255	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_4_t30218	scaffold_4	1294975	1296090	-	0	66	66	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6358	scaffold_4	1297692	1301430	-	2	484	40	444	1	3	1.2272	0.8853	4	3.4118	3.0512	4	0
estExt_Genewise1Plus.C_4_t30230	scaffold_4	1303131	1304949	-	1	33	33	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6360	scaffold_4	1305102	1305834	-	1	862	74	788	1	1	0.2928	0.4225	2	1.3402	1.1862	2	0
6361	scaffold_4	1317427	1318281	-	0	202	202	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000040677	scaffold_4	1327261	1328361	-	0	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.4_6585_4273446:1	scaffold_4	1338915	1340142	-	0	95	95	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.SAR_estExt_fgenesh1_kg.C_40049	scaffold_4	1347697	1349355	-	2	851	851	0	3	0	0.6626	0.6032	3	1.9399	1.6526	3	0
MicpuC2.EuGene.0000040694	scaffold_4	1359704	1360799	-	1	100	100	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6366	scaffold_4	1363825	1364884	-	0	68	68	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6367	scaffold_4	1368034	1368761	-	3	491	0	491	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
6368	scaffold_4	1377236	1378978	-	2	38	29	9	1	1	0.5474	0.7897	2	1.7288	1.5662	2	0
MicpuC2.estExt_fgenesh1_pg.C_40409	scaffold_4	1381276	1383128	-	1	1237	1237	0	2	0	0.0893	0.1288	2	1.0934	1.0362	2	0
6370	scaffold_4	1385155	1386640	-	0	78	78	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6371	scaffold_4	1388492	1389447	-	1	14	14	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6372	scaffold_4	1392785	1393628	-	0	608	608	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_4_t30350	scaffold_4	1398481	1399479	-	3	2722	0	2722	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000040719	scaffold_4	1403406	1405189	-	0	23	23	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6375	scaffold_4	1405291	1406435	-	0	259	259	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6376	scaffold_4	1410351	1411381	-	0	162	162	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000040729	scaffold_4	1420101	1421623	-	2	6201	6201	0	2	0	0.1419	0.2048	2	1.1525	1.0662	2	0
6378	scaffold_4	1425280	1427669	-	0	74	74	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6379	scaffold_4	1429165	1430514	-	0	148	148	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.4_6631_4270683:2	scaffold_4	1431671	1432266	-	0	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.4_#_153_#_4273885:1	scaffold_4	1437865	1438728	-	0	425	425	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6382	scaffold_4	1450591	1452071	-	0	370	370	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6383	scaffold_4	1466401	1467793	-	0	103	103	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6384	scaffold_4	1478151	1479462	-	1	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_40154	scaffold_4	1480625	1482860	-	0	143	143	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6386	scaffold_4	1491845	1493873	-	0	188	188	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6387	scaffold_4	1499646	1501088	-	1	20619	20619	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_40448	scaffold_4	1507177	1508017	-	0	1531	1531	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_40449	scaffold_4	1508149	1509151	-	1	1248	1248	0	2	0	0.2403	0.3466	2	1.2716	1.1382	2	0
6390	scaffold_4	1516705	1517084	-	0	94	94	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6391	scaffold_4	1528885	1530389	-	0	51	51	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6392	scaffold_4	1535424	1536086	-	0	8	8	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6393	scaffold_4	1551204	1552912	-	1	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6394	scaffold_4	1560002	1561012	-	0	146	146	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh2_kg.C_40159	scaffold_4	1566555	1567628	-	0	763	763	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6396	scaffold_4	1569834	1571872	-	1	109	109	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6397	scaffold_4	1573780	1575228	-	1	3106	2996	110	2	1	0.4511	0.4106	3	1.5700	1.2903	3	0
MicpuC2.SAR_EuGene.0000040808	scaffold_4	1579145	1580063	-	0	5846	5846	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6399	scaffold_4	1582241	1586670	-	2	206	12	194	1	5	1.5897	0.8872	6	4.9023	4.0702	6	0
6400	scaffold_4	1587644	1590008	-	1	13	13	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6401	scaffold_4	1591058	1593049	-	2	733	446	287	1	1	0.6694	0.9658	2	1.9531	1.9101	2	0
6402	scaffold_4	1594176	1595340	-	0	292	292	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6403	scaffold_5	12811	14145	-	2	2212	2212	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1.C_50010	scaffold_5	14232	16595	-	0	32	32	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6405	scaffold_5	22022	23021	-	1	330	330	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6406	scaffold_5	23137	25606	-	1	66	7	59	1	1	0.3382	0.4879	2	1.4024	1.2340	2	0
6407	scaffold_5	36322	37645	-	2	40	40	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6408	scaffold_5	44510	45671	-	0	28	28	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_50016	scaffold_5	53760	55574	-	0	26	10	16	1	1	0.6663	0.9612	2	1.9470	1.8989	2	0
6410	scaffold_5	66131	68624	-	1	77	77	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6411	scaffold_5	70468	72485	-	0	497	497	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6412	scaffold_5	74958	75624	-	0	58	58	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6413	scaffold_5	76972	79848	-	3	10	10	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6414	scaffold_5	80696	82506	-	1	44	15	29	1	1	0.6416	0.9257	2	1.8996	1.8161	2	0
6415	scaffold_5	88092	89131	-	0	1894	1894	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6416	scaffold_5	90297	91685	-	2	11	11	0	2	0	0.6555	0.9457	2	1.9261	1.8615	2	0
estExt_fgenesh3_kg.C_50002	scaffold_5	94047	94990	-	1	114	59	55	2	1	1.0452	0.9514	3	2.8440	2.7041	3	0
6418	scaffold_5	95981	96560	-	0	185	185	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6419	scaffold_5	100736	101613	-	0	569	569	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6420	scaffold_5	108654	109788	-	0	11	11	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6421	scaffold_5	123538	125167	-	4	182	182	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6422	scaffold_5	130404	131036	-	0	80	80	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6423	scaffold_5	132189	134309	-	2	102	102	0	2	0	0.2501	0.3608	2	1.2841	1.1466	2	0
6424	scaffold_5	135001	136527	-	0	511	511	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6425	scaffold_5	140062	141962	-	2	186	186	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_5_t10120	scaffold_5	149528	150769	-	1	315	315	0	2	0	0.0681	0.0982	2	1.0704	1.0257	2	0
6427	scaffold_5	157899	158503	-	1	11	11	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000050082	scaffold_5	160105	161717	-	3	1673	1673	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.5_#_12_#_4276671:5	scaffold_5	171558	172334	-	0	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6430	scaffold_5	182870	184291	-	2	29	29	0	2	0	0.3326	0.4798	2	1.3946	1.2277	2	0
estExt_Genewise1.C_5_t10161	scaffold_5	185850	186532	-	0	30	30	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6432	scaffold_5	194107	195344	-	0	168	168	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6433	scaffold_5	207621	209116	-	0	64	64	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6434	scaffold_5	216401	217373	-	0	285	285	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_50122	scaffold_5	223273	224608	-	0	490	490	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6436	scaffold_5	224685	226824	-	1	18	18	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6437	scaffold_5	230763	231631	-	0	33	33	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6438	scaffold_5	233153	234013	-	1	120	120	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6439	scaffold_5	238476	239856	-	0	12	12	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_50076	scaffold_5	242340	243348	-	0	87	87	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh3_kg.C_50008	scaffold_5	246835	248901	-	0	15	15	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_50138	scaffold_5	250469	252795	-	1	94	94	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_50080	scaffold_5	254431	256354	-	1	57	57	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6444	scaffold_5	259535	261300	-	1	3	3	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6445	scaffold_5	262999	264968	-	0	81	81	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_50154	scaffold_5	265903	266753	-	1	2652	2610	42	1	1	0.0814	0.1174	2	1.0848	1.0322	2	0
6447	scaffold_5	269709	271089	-	0	123	123	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6448	scaffold_5	273250	275039	-	0	308	308	0	2	0	0.6921	0.9985	2	1.9979	1.9959	2	0
MicpuC2.estExt_fgenesh1_pg.C_50090	scaffold_5	277006	290564	-	1	393	309	84	2	2	0.8307	0.5992	4	2.2948	1.7439	4	0
6451	scaffold_5	291366	292604	-	0	67	67	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh1_kg.5_#_28_#_67983	scaffold_5	295050	296145	-	0	773	773	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6453	scaffold_5	297303	297988	-	0	71	71	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6454	scaffold_5	298264	299583	-	0	508	508	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_kg.C_50004	scaffold_5	301482	302580	-	0	522	522	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6456	scaffold_5	304672	305267	-	0	838	838	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000050165	scaffold_5	316050	318028	-	1	423	423	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6458	scaffold_5	318103	319401	-	2	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6459	scaffold_5	320805	321340	-	1	14	0	14	0	1	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_50207	scaffold_5	339595	341751	-	2	336	327	9	1	1	0.1234	0.1780	2	1.1313	1.0550	2	0
MicpuC2.EuGene.0000050176	scaffold_5	345116	346545	-	2	27	27	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6462	scaffold_5	348736	351043	-	1	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
fgenesh2_kg.5_#_22_#_4279128:1	scaffold_5	355640	356453	-	0	117	117	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6464	scaffold_5	356526	357577	-	1	6384	6384	0	3	0	0.3385	0.3081	3	1.4028	1.1848	3	0
6465	scaffold_5	359602	360790	-	1	27	27	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6466	scaffold_5	365551	366215	-	0	5	5	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6467	scaffold_5	371259	372893	-	1	156	152	4	1	1	0.1192	0.1720	2	1.1266	1.0526	2	0
MicpuC2.estExt_Genewise1.C_50231	scaffold_5	373713	375591	-	2	1560	1560	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.est_orfs.5_6998_4277276:1	scaffold_5	379909	381097	-	0	7	7	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6470	scaffold_5	388556	389762	-	0	39	39	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6471	scaffold_5	403049	404162	-	2	26	26	0	2	0	0.4293	0.6194	2	1.5362	1.3520	2	0
estExt_Genewise1.C_5_t10378	scaffold_5	405616	406666	-	0	56	56	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_5_t10378	scaffold_5	406820	409259	-	3	82	82	0	3	0	0.4986	0.4538	3	1.6464	1.3475	3	0
MicpuC2.EuGene.0000050215	scaffold_5	414208	415752	-	0	28	28	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6475	scaffold_5	417193	420763	-	0	20	20	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6476	scaffold_5	424527	425257	-	0	686	686	0	2	0	0.6348	0.9158	2	1.8867	1.7947	2	0
MicpuC2.EuGene.0000050222	scaffold_5	428076	429968	-	0	1355	1355	0	2	0	0.0769	0.1109	2	1.0799	1.0300	2	0
6478	scaffold_5	430240	431540	-	3	75	3	72	1	1	0.1679	0.2423	2	1.1829	1.0832	2	0
6479	scaffold_5	432036	433004	-	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6480	scaffold_5	444366	445459	-	0	82	82	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6481	scaffold_5	446838	448041	-	0	38	38	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6482	scaffold_5	462679	463235	-	0	9	9	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000050234	scaffold_5	465905	468122	-	1	208	208	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6484	scaffold_5	469802	470930	-	0	187	187	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000050238	scaffold_5	474215	477488	-	0	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.EuGene.0000050241	scaffold_5	480557	482591	-	1	60	9	51	1	2	1.0039	0.9137	3	2.7288	2.5605	3	0
6487	scaffold_5	487237	488797	-	0	901	901	0	2	0	0.3986	0.5750	2	1.4897	1.3085	2	0
fgenesh2_kg.5_#_35_#_4274396:1	scaffold_5	490155	491003	-	0	39	39	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6489	scaffold_5	493927	494974	-	0	10	10	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1Plus.C_5_t10463	scaffold_5	500970	502937	-	1	1305	583	722	2	2	1.3748	0.9917	4	3.9542	3.9075	4	0
estExt_fgenesh3_kg.C_50016	scaffold_5	504187	505358	-	1	114	114	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6492	scaffold_5	510748	511599	-	0	124	124	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_Genewise1Plus.C_50295	scaffold_5	511741	513333	-	0	124	44	80	2	1	0.8406	0.7651	3	2.3177	2.0084	3	0
MicpuC2.estExt_fgenesh1_pg.C_50151	scaffold_5	517750	520243	-	1	84	84	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6495	scaffold_5	521946	524017	-	0	36	36	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6496	scaffold_5	526396	527835	-	2	19	19	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6497	scaffold_5	527897	529671	-	0	4	4	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6498	scaffold_5	541524	543190	-	1	49	49	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6499	scaffold_5	544822	545438	-	1	68	68	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6500	scaffold_5	546966	548297	-	0	152	152	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genewise1.C_5_t20019	scaffold_5	551373	554869	-	1	36	36	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_fgenesh1_pm.C_50127	scaffold_5	555525	557943	-	0	45	45	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
estExt_Genemark1.C_5_t10261	scaffold_5	558530	559422	-	1	3399	3399	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
MicpuC2.estExt_fgenesh1_pg.C_50166	scaffold_5	574602	576262	-	1	414	414	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6505	scaffold_5	578837	580154	-	0	167	167	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6506	scaffold_5	580425	582105	-	0	906	906	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6507	scaffold_5	583911	584912	-	0	398	398	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6508	scaffold_5	585671	587671	-	0	204	204	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6509	scaffold_5	588986	590035	-	0	35	35	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6510	scaffold_5	596886	597887	-	1	476	476	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6511	scaffold_5	598294	600205	-	0	227	227	0	2	0	0.6896	0.9949	2	1.9930	1.9861	2	0
6512	scaffold_5	601650	603738	-	0	60	60	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
6513	scaffold_5	606570	608789	-	1	6	6	0	1	0	0.0000	0.0000	1	1.0000	1.0000	1	0
